order_id,customer_id,store_id,order_date
ORD000085,CUST00929,STORE019,2025-05-22
ORD000086,CUST00696,STORE004,2025-08-17
ORD000087,CUST00887,STORE003,2024-10-31
ORD000088,CUST00422,STORE020,2024-10-26
ORD000089,CUST00531,STORE012,2025-04-19
ORD000090,CUST00779,STORE003,2025-09-06
ORD000091,CUST00524,STORE017,2024-04-07
ORD000092,CUST00332,STORE003,2024-09-23
ORD000093,CUST00989,STORE004,2024-05-12
ORD000094,CUST00482,STORE013,2024-09-27
ORD000095,CUST00583,STORE007,2024-11-02
ORD000096,CUST00066,STORE009,2024-12-07
ORD000097,CUST00257,STORE008,2025-02-23
ORD000098,CUST00259,STORE015,2025-01-12
ORD000099,CUST00666,STORE009,2025-01-29
ORD000100,CUST00739,STORE011,2024-07-09
ORD000101,CUST00640,STORE009,2024-04-02
ORD000102,CUST00492,STORE004,2024-02-20
ORD000103,CUST00388,STORE016,2025-01-05
ORD000104,CUST00748,STORE017,2024-12-13
ORD000105,CUST00809,STORE008,2025-05-22
ORD000106,CUST00048,STORE018,2025-11-08
ORD000107,CUST00785,STORE019,2024-05-26
ORD000108,CUST00210,STORE002,2024-11-20
ORD000109,CUST00035,STORE012,2025-01-31
ORD000110,CUST00209,STORE015,2025-01-07
ORD000111,CUST00533,STORE012,2025-11-30
ORD000112,CUST00051,STORE003,2024-10-27
ORD000113,CUST00908,STORE013,2025-03-31
ORD000114,CUST00175,STORE001,2024-08-22
ORD000115,CUST00199,STORE020,2025-11-19
ORD000116,CUST00439,STORE001,2024-05-02
ORD000117,CUST00339,STORE009,2025-03-11
ORD000118,CUST00665,STORE005,2025-06-05
ORD000119,CUST00860,STORE018,2024-12-04
ORD000120,CUST00559,STORE012,2024-08-02
ORD000121,CUST00412,STORE018,2025-12-31
ORD000122,CUST00824,STORE009,2025-02-13
ORD000123,CUST00248,STORE003,2024-09-28
ORD000124,CUST00927,STORE009,2025-10-15
ORD000125,CUST00840,STORE004,2024-09-11
ORD000126,CUST00098,STORE007,2024-03-07
ORD000127,CUST00674,STORE001,2025-08-21
ORD000128,CUST00339,STORE018,2024-11-11
ORD000129,CUST00163,STORE017,2026-02-10
ORD000130,CUST00923,STORE017,2024-11-14
ORD000131,CUST00270,STORE012,2024-04-07
ORD000132,CUST00532,STORE015,2026-02-03
ORD000133,CUST00757,STORE019,2025-05-17
ORD000134,CUST00676,STORE004,2025-01-24
ORD000135,CUST00123,STORE019,2024-09-30
ORD000136,CUST00473,STORE009,2024-09-14
ORD000137,CUST00380,STORE004,2024-11-08
ORD000138,CUST00224,STORE010,2024-05-13
ORD000139,CUST00853,STORE014,2024-07-05
ORD000140,CUST00979,STORE005,2025-12-29
ORD000141,CUST00226,STORE006,2025-12-11
ORD000142,CUST00264,STORE003,2025-02-24
ORD000143,CUST00311,STORE013,2025-07-27
ORD000144,CUST00367,STORE017,2024-05-02
ORD000145,CUST00389,STORE003,2024-10-04
ORD000146,CUST00157,STORE005,2024-06-18
ORD000147,CUST00158,STORE013,2025-09-30
ORD000148,CUST00930,STORE007,2024-04-09
ORD000149,CUST00988,STORE006,2025-07-31
ORD000150,CUST00777,STORE001,2026-01-25
ORD000151,CUST00621,STORE013,2025-01-11
ORD000152,CUST00600,STORE010,2024-08-07
ORD000153,CUST00816,STORE008,2025-06-04
ORD000154,CUST00250,STORE012,2025-06-08
ORD000155,CUST00037,STORE004,2025-02-10
ORD000156,CUST00738,STORE010,2025-04-02
ORD000157,CUST00473,STORE009,2024-12-25
ORD000158,CUST00722,STORE012,2024-03-18
ORD000159,CUST00501,STORE004,2025-04-25
ORD000160,CUST00838,STORE007,2025-03-15
ORD000161,CUST00860,STORE020,2024-07-14
ORD000162,CUST00629,STORE019,2025-07-01
ORD000163,CUST00882,STORE020,2024-12-20
ORD000164,CUST00244,STORE019,2025-06-15
ORD000165,CUST00676,STORE017,2024-02-29
ORD000166,CUST00803,STORE013,2025-11-22
ORD000167,CUST00448,STORE013,2025-04-27
ORD000168,CUST00792,STORE007,2025-07-10
ORD000169,CUST00314,STORE002,2025-08-20
ORD000170,CUST00717,STORE006,2024-06-13
ORD000171,CUST00989,STORE007,2025-11-07
ORD000172,CUST00788,STORE020,2026-02-12
ORD000173,CUST00296,STORE001,2024-04-30
ORD000174,CUST00988,STORE019,2024-08-10
ORD000175,CUST00539,STORE009,2024-02-22
ORD000176,CUST00188,STORE016,2024-12-27
ORD000177,CUST00044,STORE004,2024-08-25
ORD000178,CUST00393,STORE015,2025-08-27
ORD000179,CUST00672,STORE001,2025-05-26
ORD000180,CUST00226,STORE013,2025-04-23
ORD000181,CUST00829,STORE008,2025-04-25
ORD000182,CUST00503,STORE008,2025-01-27
ORD000183,CUST00019,STORE009,2025-03-11
ORD000184,CUST00866,STORE011,2024-12-31
ORD000185,CUST00383,STORE018,2024-09-23
ORD000186,CUST00873,STORE010,2024-12-19
ORD000187,CUST00913,STORE003,2024-11-03
ORD000188,CUST00314,STORE015,2024-10-29
ORD000189,CUST00316,STORE014,2024-03-22
ORD000190,CUST00673,STORE007,2025-08-20
ORD000191,CUST00842,STORE002,2025-02-27
ORD000192,CUST00416,STORE006,2025-01-20
ORD000193,CUST00167,STORE013,2024-10-21
ORD000194,CUST00728,STORE006,2025-04-18
ORD000195,CUST00916,STORE011,2024-07-10
ORD000196,CUST00460,STORE014,2024-11-05
ORD000197,CUST00180,STORE013,2024-10-19
ORD000198,CUST00628,STORE003,2024-06-03
ORD000199,CUST00004,STORE012,2024-04-12
ORD000200,CUST00700,STORE002,2024-02-25
ORD000201,CUST00470,STORE017,2025-03-17
ORD000202,CUST00686,STORE003,2026-01-07
ORD000203,CUST00916,STORE020,2024-09-27
ORD000204,CUST00679,STORE016,2025-04-13
ORD000205,CUST00999,STORE005,2026-02-07
ORD000206,CUST00461,STORE010,2024-10-13
ORD000207,CUST00901,STORE001,2026-01-26
ORD000208,CUST00013,STORE003,2025-11-28
ORD000209,CUST00134,STORE013,2024-09-20
ORD000210,CUST00415,STORE020,2025-11-01
ORD000211,CUST00453,STORE019,2024-08-18
ORD000212,CUST00623,STORE015,2024-12-28
ORD000213,CUST00690,STORE006,2025-03-06
ORD000214,CUST00601,STORE003,2024-09-30
ORD000215,CUST00584,STORE004,2025-06-10
ORD000216,CUST00044,STORE020,2025-03-02
ORD000217,CUST00716,STORE013,2025-06-30
ORD000218,CUST00049,STORE006,2024-12-17
ORD000219,CUST00094,STORE020,2025-07-21
ORD000220,CUST00223,STORE002,2025-03-05
ORD000221,CUST00740,STORE013,2025-02-22
ORD000222,CUST00645,STORE004,2025-04-07
ORD000223,CUST00362,STORE019,2025-12-24
ORD000224,CUST00789,STORE020,2024-08-14
ORD000225,CUST00833,STORE019,2024-11-17
ORD000226,CUST00636,STORE004,2024-06-05
ORD000227,CUST00686,STORE017,2024-08-09
ORD000228,CUST00768,STORE016,2025-06-06
ORD000229,CUST00283,STORE009,2025-02-07
ORD000230,CUST00432,STORE012,2024-11-25
ORD000231,CUST00627,STORE008,2025-01-02
ORD000232,CUST00570,STORE012,2024-04-07
ORD000233,CUST00957,STORE011,2025-09-12
ORD000234,CUST00116,STORE005,2024-03-08
ORD000235,CUST00517,STORE007,2025-12-24
ORD000236,CUST00771,STORE019,2025-11-25
ORD000237,CUST00431,STORE011,2025-11-20
ORD000238,CUST00138,STORE014,2024-09-25
ORD000239,CUST00890,STORE007,2024-07-23
ORD000240,CUST00527,STORE007,2025-08-23
ORD000241,CUST00763,STORE016,2024-10-02
ORD000242,CUST00669,STORE007,2024-06-16
ORD000243,CUST00001,STORE014,2025-06-19
ORD000244,CUST00604,STORE010,2024-12-26
ORD000245,CUST00602,STORE003,2024-12-13
ORD000246,CUST00234,STORE014,2024-06-03
ORD000247,CUST00045,STORE007,2025-05-30
ORD000248,CUST00385,STORE006,2026-02-04
ORD000249,CUST00136,STORE010,2024-08-25
ORD000250,CUST00840,STORE020,2024-04-23
ORD000251,CUST00528,STORE015,2024-04-27
ORD000252,CUST00020,STORE019,2025-03-06
ORD000253,CUST00212,STORE001,2024-11-08
ORD000254,CUST00291,STORE014,2024-04-02
ORD000255,CUST00914,STORE009,2025-03-13
ORD000256,CUST00327,STORE004,2025-09-12
ORD000257,CUST00793,STORE005,2025-06-29
ORD000258,CUST00549,STORE013,2024-09-15
ORD000259,CUST00228,STORE010,2024-07-17
ORD000260,CUST00765,STORE015,2024-08-15
ORD000261,CUST00394,STORE008,2025-10-14
ORD000262,CUST00727,STORE001,2024-03-08
ORD000263,CUST00201,STORE017,2024-02-23
ORD000264,CUST00413,STORE020,2025-02-09
ORD000265,CUST00787,STORE016,2024-02-18
ORD000266,CUST00789,STORE006,2024-09-29
ORD000267,CUST00680,STORE009,2026-01-06
ORD000268,CUST00386,STORE005,2025-04-06
ORD000269,CUST00989,STORE003,2024-11-21
ORD000270,CUST00983,STORE004,2024-03-25
ORD000271,CUST00506,STORE010,2024-11-06
ORD000272,CUST00328,STORE019,2025-05-29
ORD000273,CUST00978,STORE009,2025-01-06
ORD000274,CUST00694,STORE020,2025-04-04
ORD000275,CUST00045,STORE012,2024-10-26
ORD000276,CUST00572,STORE008,2025-06-21
ORD000277,CUST00620,STORE002,2024-03-25
ORD000278,CUST00420,STORE013,2024-06-27
ORD000279,CUST00603,STORE008,2025-09-21
ORD000280,CUST00763,STORE020,2024-12-02
ORD000281,CUST00423,STORE005,2024-07-08
ORD000282,CUST00672,STORE001,2024-12-30
ORD000283,CUST00206,STORE007,2025-03-16
ORD000284,CUST00584,STORE014,2024-08-15
ORD000285,CUST00037,STORE011,2025-10-11
ORD000286,CUST00728,STORE005,2025-09-04
ORD000287,CUST00696,STORE004,2024-05-23
ORD000288,CUST00531,STORE002,2025-10-05
ORD000289,CUST00777,STORE007,2024-04-19
ORD000290,CUST00965,STORE004,2024-08-15
ORD000291,CUST00715,STORE017,2024-08-29
ORD000292,CUST00044,STORE018,2024-05-24
ORD000293,CUST00571,STORE002,2025-01-23
ORD000294,CUST00624,STORE007,2025-09-12
ORD000295,CUST00021,STORE010,2025-10-22
ORD000296,CUST00557,STORE002,2024-06-20
ORD000297,CUST00535,STORE001,2024-11-05
ORD000298,CUST00353,STORE020,2026-01-17
ORD000299,CUST00648,STORE008,2024-10-14
ORD000300,CUST00550,STORE008,2025-02-13
ORD000301,CUST00663,STORE003,2025-08-29
ORD000302,CUST00280,STORE002,2026-01-12
ORD000303,CUST00155,STORE008,2024-06-14
ORD000304,CUST00324,STORE007,2025-06-21
ORD000305,CUST00662,STORE019,2025-01-30
ORD000306,CUST00928,STORE013,2024-07-04
ORD000307,CUST00462,STORE006,2025-04-26
ORD000308,CUST00500,STORE013,2025-04-29
ORD000309,CUST00079,STORE008,2025-05-24
ORD000310,CUST00718,STORE009,2024-02-29
ORD000311,CUST00060,STORE013,2025-01-02
ORD000312,CUST00365,STORE020,2025-03-02
ORD000313,CUST00249,STORE019,2025-09-18
ORD000314,CUST00437,STORE006,2024-06-06
ORD000315,CUST00237,STORE014,2025-02-20
ORD000316,CUST00376,STORE009,2024-03-24
ORD000317,CUST00703,STORE004,2024-06-28
ORD000318,CUST00675,STORE005,2024-12-30
ORD000319,CUST00422,STORE009,2025-01-30
ORD000320,CUST00786,STORE013,2024-12-23
ORD000321,CUST00161,STORE018,2025-08-21
ORD000322,CUST00188,STORE014,2025-08-23
ORD000323,CUST00116,STORE004,2024-11-25
ORD000324,CUST00222,STORE017,2025-08-19
ORD000325,CUST00344,STORE017,2025-12-18
ORD000326,CUST00138,STORE008,2024-08-17
ORD000327,CUST00916,STORE001,2025-05-03
ORD000328,CUST00584,STORE014,2025-09-16
ORD000329,CUST00919,STORE016,2024-08-12
ORD000330,CUST00960,STORE019,2024-12-25
ORD000331,CUST00175,STORE019,2025-06-17
ORD000332,CUST00924,STORE012,2024-11-29
ORD000333,CUST00416,STORE013,2025-06-11
ORD000334,CUST00991,STORE020,2024-02-20
ORD000335,CUST00096,STORE013,2026-01-16
ORD000336,CUST00486,STORE019,2024-11-10
ORD000337,CUST00466,STORE015,2025-06-09
ORD000338,CUST00010,STORE019,2024-10-28
ORD000339,CUST00484,STORE005,2025-04-10
ORD000340,CUST00156,STORE008,2024-04-14
ORD000341,CUST00881,STORE014,2025-09-03
ORD000342,CUST00304,STORE018,2025-03-23
ORD000343,CUST00829,STORE004,2025-01-29
ORD000344,CUST00210,STORE015,2024-06-29
ORD000345,CUST00694,STORE018,2024-10-10
ORD000346,CUST00648,STORE010,2024-08-28
ORD000347,CUST00409,STORE003,2024-04-10
ORD000348,CUST00031,STORE019,2024-05-15
ORD000349,CUST00450,STORE009,2025-04-20
ORD000350,CUST00250,STORE012,2025-03-12
ORD000351,CUST00891,STORE009,2024-12-20
ORD000352,CUST00098,STORE014,2024-04-10
ORD000353,CUST00540,STORE009,2025-08-08
ORD000354,CUST00363,STORE013,2025-12-08
ORD000355,CUST00372,STORE018,2025-01-18
ORD000356,CUST00871,STORE019,2024-05-15
ORD000357,CUST00515,STORE009,2025-06-28
ORD000358,CUST00604,STORE003,2025-03-04
ORD000359,CUST00391,STORE017,2024-05-10
ORD000360,CUST00592,STORE015,2025-10-05
ORD000361,CUST00660,STORE017,2025-01-02
ORD000362,CUST00259,STORE003,2025-10-19
ORD000363,CUST00242,STORE010,2024-08-08
ORD000364,CUST00440,STORE014,2025-01-14
ORD000365,CUST00709,STORE012,2025-10-16
ORD000366,CUST00951,STORE019,2024-02-20
ORD000367,CUST00862,STORE018,2025-12-01
ORD000368,CUST00816,STORE015,2025-06-14
ORD000369,CUST00449,STORE011,2024-04-29
ORD000370,CUST00332,STORE014,2025-01-11
ORD000371,CUST00982,STORE020,2025-10-22
ORD000372,CUST00542,STORE016,2025-12-20
ORD000373,CUST00197,STORE002,2024-03-26
ORD000374,CUST00989,STORE019,2024-06-20
ORD000375,CUST00436,STORE007,2024-05-04
ORD000376,CUST00777,STORE002,2024-08-18
ORD000377,CUST00999,STORE013,2025-12-17
ORD000378,CUST00287,STORE001,2024-03-28
ORD000379,CUST00492,STORE010,2024-10-31
ORD000380,CUST00287,STORE019,2025-12-25
ORD000381,CUST00628,STORE004,2024-04-26
ORD000382,CUST00358,STORE019,2025-07-02
ORD000383,CUST00730,STORE003,2024-11-01
ORD000384,CUST00826,STORE005,2024-03-11
ORD000385,CUST00409,STORE009,2025-11-09
ORD000386,CUST00691,STORE013,2025-01-15
ORD000387,CUST00214,STORE018,2024-04-22
ORD000388,CUST00096,STORE006,2025-07-20
ORD000389,CUST00997,STORE016,2024-08-16
ORD000390,CUST00935,STORE008,2025-12-05
ORD000391,CUST00547,STORE002,2025-06-16
ORD000392,CUST00057,STORE002,2024-09-01
ORD000393,CUST00073,STORE009,2025-09-09
ORD000394,CUST00151,STORE011,2024-02-25
ORD000395,CUST00996,STORE004,2025-09-29
ORD000396,CUST00648,STORE001,2025-05-22
ORD000397,CUST00895,STORE012,2024-07-25
ORD000398,CUST00843,STORE014,2024-04-05
ORD000399,CUST00892,STORE015,2025-12-11
ORD000400,CUST00705,STORE003,2024-06-16
ORD000401,CUST00494,STORE012,2024-03-18
ORD000402,CUST00405,STORE012,2025-09-25
ORD000403,CUST00013,STORE017,2025-03-30
ORD000404,CUST00796,STORE001,2025-01-24
ORD000405,CUST00779,STORE005,2024-04-22
ORD000406,CUST00468,STORE019,2024-09-29
ORD000407,CUST00025,STORE009,2025-03-26
ORD000408,CUST00779,STORE004,2025-06-01
ORD000409,CUST00833,STORE007,2024-10-18
ORD000410,CUST00375,STORE017,2024-10-01
ORD000411,CUST00297,STORE014,2025-04-13
ORD000412,CUST00227,STORE008,2026-02-01
ORD000413,CUST00190,STORE019,2025-06-06
ORD000414,CUST00494,STORE020,2024-12-04
ORD000415,CUST00564,STORE013,2024-04-02
ORD000416,CUST00634,STORE007,2025-07-08
ORD000417,CUST00613,STORE017,2024-07-14
ORD000418,CUST00242,STORE015,2025-11-09
ORD000419,CUST00460,STORE002,2025-08-28
ORD000420,CUST00715,STORE007,2025-11-04
ORD000421,CUST00024,STORE008,2025-08-15
ORD000422,CUST00713,STORE018,2025-05-30
ORD000423,CUST00896,STORE010,2026-02-01
ORD000424,CUST00426,STORE004,2025-01-20
ORD000425,CUST00973,STORE009,2025-06-09
ORD000426,CUST00772,STORE019,2024-11-07
ORD000427,CUST00407,STORE013,2025-12-11
ORD000428,CUST00389,STORE013,2024-11-30
ORD000429,CUST00524,STORE002,2025-04-27
ORD000430,CUST00686,STORE006,2024-04-01
ORD000431,CUST00770,STORE006,2026-02-04
ORD000432,CUST00196,STORE020,2025-07-30
ORD000433,CUST00992,STORE011,2025-06-11
ORD000434,CUST00289,STORE012,2025-12-19
ORD000435,CUST00024,STORE003,2026-02-05
ORD000436,CUST00797,STORE012,2024-12-19
ORD000437,CUST00655,STORE001,2026-01-03
ORD000438,CUST00580,STORE012,2025-09-17
ORD000439,CUST00024,STORE008,2024-10-01
ORD000440,CUST00699,STORE011,2024-11-15
ORD000441,CUST00857,STORE005,2025-01-10
ORD000442,CUST00731,STORE012,2024-12-25
ORD000443,CUST00434,STORE004,2024-08-09
ORD000444,CUST00182,STORE016,2025-10-31
ORD000445,CUST00599,STORE019,2024-07-17
ORD000446,CUST00475,STORE005,2025-11-09
ORD000447,CUST00165,STORE013,2024-03-10
ORD000448,CUST00087,STORE017,2024-06-05
ORD000449,CUST00579,STORE020,2024-12-04
ORD000450,CUST00573,STORE004,2025-09-18
ORD000451,CUST00942,STORE002,2025-02-04
ORD000452,CUST00503,STORE017,2024-05-25
ORD000453,CUST00978,STORE002,2024-07-14
ORD000454,CUST00896,STORE009,2024-07-15
ORD000455,CUST00199,STORE004,2025-11-18
ORD000456,CUST00267,STORE013,2025-07-11
ORD000457,CUST00143,STORE020,2024-05-20
ORD000458,CUST00991,STORE014,2026-01-21
ORD000459,CUST00763,STORE002,2024-09-20
ORD000460,CUST00052,STORE004,2025-03-03
ORD000461,CUST00453,STORE016,2024-04-12
ORD000462,CUST00922,STORE016,2024-05-30
ORD000463,CUST00046,STORE006,2025-12-23
ORD000464,CUST00586,STORE020,2026-02-05
ORD000465,CUST00653,STORE010,2025-03-29
ORD000466,CUST00269,STORE003,2024-11-17
ORD000467,CUST00934,STORE019,2025-11-15
ORD000468,CUST00564,STORE008,2025-07-13
ORD000469,CUST00363,STORE010,2025-07-23
ORD000470,CUST00751,STORE008,2024-11-22
ORD000471,CUST00312,STORE017,2024-06-20
ORD000472,CUST00870,STORE020,2025-10-03
ORD000473,CUST00387,STORE010,2026-01-19
ORD000474,CUST00124,STORE014,2025-05-14
ORD000475,CUST00342,STORE012,2025-08-01
ORD000476,CUST00153,STORE010,2024-06-16
ORD000477,CUST00985,STORE009,2026-02-01
ORD000478,CUST00133,STORE013,2025-07-17
ORD000479,CUST00478,STORE016,2024-03-15
ORD000480,CUST00252,STORE013,2025-03-09
ORD000481,CUST00841,STORE008,2025-03-24
ORD000482,CUST00987,STORE003,2025-04-24
ORD000483,CUST00120,STORE001,2024-04-03
ORD000484,CUST00971,STORE019,2025-02-01
ORD000485,CUST00212,STORE010,2024-09-30
ORD000486,CUST00842,STORE016,2024-12-10
ORD000487,CUST00932,STORE012,2025-12-18
ORD000488,CUST00556,STORE012,2025-05-31
ORD000489,CUST00598,STORE006,2024-08-08
ORD000490,CUST00384,STORE004,2024-03-11
ORD000491,CUST00259,STORE002,2024-10-27
ORD000492,CUST00323,STORE019,2024-02-21
ORD000493,CUST00280,STORE018,2024-03-02
ORD000494,CUST00758,STORE009,2024-04-10
ORD000495,CUST00843,STORE011,2025-08-22
ORD000496,CUST00333,STORE013,2025-09-10
ORD000497,CUST00173,STORE012,2025-02-22
ORD000498,CUST00557,STORE017,2025-05-20
ORD000499,CUST00886,STORE014,2025-10-31
ORD000500,CUST00161,STORE011,2025-05-01
ORD000501,CUST00839,STORE020,2025-02-23
ORD000502,CUST00771,STORE020,2024-04-10
ORD000503,CUST00391,STORE009,2024-08-06
ORD000504,CUST00754,STORE003,2026-02-10
ORD000505,CUST00382,STORE015,2025-04-27
ORD000506,CUST00428,STORE017,2025-02-11
ORD000507,CUST00990,STORE010,2024-09-05
ORD000508,CUST00091,STORE009,2025-02-05
ORD000509,CUST00450,STORE013,2024-05-09
ORD000510,CUST00730,STORE017,2026-02-06
ORD000511,CUST00829,STORE006,2025-09-16
ORD000512,CUST00081,STORE004,2025-05-10
ORD000513,CUST00288,STORE007,2026-01-02
ORD000514,CUST00332,STORE015,2025-01-12
ORD000515,CUST00905,STORE011,2024-12-31
ORD000516,CUST00803,STORE006,2024-12-28
ORD000517,CUST00719,STORE004,2024-10-05
ORD000518,CUST00573,STORE004,2024-04-02
ORD000519,CUST00907,STORE015,2024-08-26
ORD000520,CUST00855,STORE009,2025-09-03
ORD000521,CUST00445,STORE016,2024-06-16
ORD000522,CUST00562,STORE001,2026-01-23
ORD000523,CUST00915,STORE011,2024-08-14
ORD000524,CUST00826,STORE005,2025-06-09
ORD000525,CUST00578,STORE016,2025-11-17
ORD000526,CUST00684,STORE006,2025-04-02
ORD000527,CUST00107,STORE014,2024-11-18
ORD000528,CUST00926,STORE017,2025-03-07
ORD000529,CUST00202,STORE012,2024-03-10
ORD000530,CUST00719,STORE019,2025-07-25
ORD000531,CUST00730,STORE010,2024-12-20
ORD000532,CUST00534,STORE016,2024-09-10
ORD000533,CUST00889,STORE006,2024-06-19
ORD000534,CUST00112,STORE010,2025-03-25
ORD000535,CUST00261,STORE011,2024-12-24
ORD000536,CUST00025,STORE011,2024-07-01
ORD000537,CUST00044,STORE008,2024-09-30
ORD000538,CUST00200,STORE004,2025-12-28
ORD000539,CUST00123,STORE012,2025-01-01
ORD000540,CUST00835,STORE019,2024-08-16
ORD000541,CUST00247,STORE011,2024-02-28
ORD000542,CUST00830,STORE012,2025-09-30
ORD000543,CUST00832,STORE002,2025-04-03
ORD000544,CUST00848,STORE003,2024-05-11
ORD000545,CUST00993,STORE010,2024-06-27
ORD000546,CUST00552,STORE016,2025-09-20
ORD000547,CUST00923,STORE004,2025-02-07
ORD000548,CUST00594,STORE011,2025-11-12
ORD000549,CUST00043,STORE012,2025-08-04
ORD000550,CUST00364,STORE003,2025-03-13
ORD000551,CUST00491,STORE001,2025-05-07
ORD000552,CUST00007,STORE004,2025-11-13
ORD000553,CUST00383,STORE012,2025-01-25
ORD000554,CUST00823,STORE012,2024-03-10
ORD000555,CUST00621,STORE002,2024-10-03
ORD000556,CUST00476,STORE005,2024-10-05
ORD000557,CUST00325,STORE004,2024-06-26
ORD000558,CUST00023,STORE017,2024-09-19
ORD000559,CUST00479,STORE020,2025-12-03
ORD000560,CUST00523,STORE008,2024-03-11
ORD000561,CUST00528,STORE012,2025-03-21
ORD000562,CUST00118,STORE016,2025-11-19
ORD000563,CUST00147,STORE014,2024-09-25
ORD000564,CUST00025,STORE016,2024-06-08
ORD000565,CUST00523,STORE017,2026-01-31
ORD000566,CUST00739,STORE004,2024-05-04
ORD000567,CUST00649,STORE006,2024-08-06
ORD000568,CUST00798,STORE017,2025-09-27
ORD000569,CUST00183,STORE013,2024-09-18
ORD000570,CUST00509,STORE008,2024-11-17
ORD000571,CUST00817,STORE017,2024-07-16
ORD000572,CUST00768,STORE013,2024-12-24
ORD000573,CUST00293,STORE006,2025-11-09
ORD000574,CUST00816,STORE011,2025-05-23
ORD000575,CUST00932,STORE013,2024-11-24
ORD000576,CUST00417,STORE017,2025-04-04
ORD000577,CUST00701,STORE001,2025-11-14
ORD000578,CUST00278,STORE015,2024-12-30
ORD000579,CUST00284,STORE011,2024-08-25
ORD000580,CUST00996,STORE010,2024-04-03
ORD000581,CUST00963,STORE003,2025-02-03
