product_id,store_id,stock_level,reorder_point
PROD0010,STORE009,121,88
PROD0010,STORE010,335,52
PROD0010,STORE011,134,45
PROD0010,STORE012,435,82
PROD0010,STORE013,86,93
PROD0010,STORE014,330,82
PROD0010,STORE015,492,77
PROD0010,STORE016,321,38
PROD0010,STORE017,140,56
PROD0010,STORE018,491,48
PROD0010,STORE019,116,80
PROD0010,STORE020,365,36
PROD0011,STORE001,271,34
PROD0011,STORE002,171,42
PROD0011,STORE003,356,95
PROD0011,STORE004,485,63
PROD0011,STORE005,278,40
PROD0011,STORE006,55,47
PROD0011,STORE007,309,77
PROD0011,STORE008,410,83
PROD0011,STORE009,94,50
PROD0011,STORE010,495,56
PROD0011,STORE011,277,34
PROD0011,STORE012,240,76
PROD0011,STORE013,484,33
PROD0011,STORE014,340,42
PROD0011,STORE015,158,58
PROD0011,STORE016,227,82
PROD0011,STORE017,378,33
PROD0011,STORE018,477,91
PROD0011,STORE019,58,70
PROD0011,STORE020,84,52
PROD0012,STORE001,227,61
PROD0012,STORE002,94,37
PROD0012,STORE003,61,54
PROD0012,STORE004,427,99
PROD0012,STORE005,156,90
PROD0012,STORE006,243,32
PROD0012,STORE007,371,68
PROD0012,STORE008,484,74
PROD0012,STORE009,348,79
PROD0012,STORE010,381,56
PROD0012,STORE011,25,47
PROD0012,STORE012,255,38
PROD0012,STORE013,130,38
PROD0012,STORE014,89,92
PROD0012,STORE015,6,96
PROD0012,STORE016,448,73
PROD0012,STORE017,482,99
PROD0012,STORE018,79,92
PROD0012,STORE019,418,77
PROD0012,STORE020,180,82
PROD0013,STORE001,157,34
PROD0013,STORE002,290,74
PROD0013,STORE003,301,97
PROD0013,STORE004,6,84
PROD0013,STORE005,371,34
PROD0013,STORE006,493,38
PROD0013,STORE007,277,76
PROD0013,STORE008,60,39
PROD0013,STORE009,412,50
PROD0013,STORE010,26,98
PROD0013,STORE011,292,54
PROD0013,STORE012,487,33
PROD0013,STORE013,389,33
PROD0013,STORE014,11,51
PROD0013,STORE015,243,59
PROD0013,STORE016,341,59
PROD0013,STORE017,370,67
PROD0013,STORE018,371,37
PROD0013,STORE019,42,93
PROD0013,STORE020,83,61
PROD0014,STORE001,114,78
PROD0014,STORE002,222,36
PROD0014,STORE003,75,83
PROD0014,STORE004,500,32
PROD0014,STORE005,53,84
PROD0014,STORE006,265,74
PROD0014,STORE007,30,60
PROD0014,STORE008,21,32
PROD0014,STORE009,22,41
PROD0014,STORE010,1,78
PROD0014,STORE011,374,95
PROD0014,STORE012,89,97
PROD0014,STORE013,265,92
PROD0014,STORE014,463,50
PROD0014,STORE015,237,37
PROD0014,STORE016,455,63
PROD0014,STORE017,11,32
PROD0014,STORE018,247,94
PROD0014,STORE019,81,65
PROD0014,STORE020,463,59
PROD0015,STORE001,78,52
PROD0015,STORE002,323,42
PROD0015,STORE003,374,98
PROD0015,STORE004,489,63
PROD0015,STORE005,38,81
PROD0015,STORE006,36,74
PROD0015,STORE007,201,44
PROD0015,STORE008,245,59
PROD0015,STORE009,332,100
PROD0015,STORE010,426,42
PROD0015,STORE011,347,42
PROD0015,STORE012,398,41
PROD0015,STORE013,168,93
PROD0015,STORE014,118,49
PROD0015,STORE015,41,61
PROD0015,STORE016,374,48
PROD0015,STORE017,316,99
PROD0015,STORE018,391,100
PROD0015,STORE019,54,70
PROD0015,STORE020,62,73
PROD0016,STORE001,46,61
PROD0016,STORE002,413,30
PROD0016,STORE003,312,35
PROD0016,STORE004,262,70
PROD0016,STORE005,77,100
PROD0016,STORE006,204,88
PROD0016,STORE007,340,90
PROD0016,STORE008,435,49
PROD0016,STORE009,260,40
PROD0016,STORE010,11,69
PROD0016,STORE011,442,37
PROD0016,STORE012,33,92
PROD0016,STORE013,93,62
PROD0016,STORE014,245,99
PROD0016,STORE015,252,75
PROD0016,STORE016,319,65
PROD0016,STORE017,392,98
PROD0016,STORE018,256,88
PROD0016,STORE019,323,86
PROD0016,STORE020,62,42
PROD0017,STORE001,304,39
PROD0017,STORE002,82,98
PROD0017,STORE003,153,32
PROD0017,STORE004,333,35
PROD0017,STORE005,455,87
PROD0017,STORE006,87,86
PROD0017,STORE007,161,59
PROD0017,STORE008,400,78
PROD0017,STORE009,216,48
PROD0017,STORE010,299,88
PROD0017,STORE011,77,31
PROD0017,STORE012,52,77
PROD0017,STORE013,402,96
PROD0017,STORE014,96,79
PROD0017,STORE015,131,98
PROD0017,STORE016,284,79
PROD0017,STORE017,125,63
PROD0017,STORE018,220,80
PROD0017,STORE019,118,70
PROD0017,STORE020,80,43
PROD0018,STORE001,32,93
PROD0018,STORE002,133,86
PROD0018,STORE003,49,70
PROD0018,STORE004,168,48
PROD0018,STORE005,410,79
PROD0018,STORE006,337,35
PROD0018,STORE007,220,50
PROD0018,STORE008,145,73
PROD0018,STORE009,145,64
PROD0018,STORE010,407,40
PROD0018,STORE011,204,47
PROD0018,STORE012,136,59
PROD0018,STORE013,423,32
PROD0018,STORE014,314,98
PROD0018,STORE015,206,50
PROD0018,STORE016,390,92
PROD0018,STORE017,56,64
PROD0018,STORE018,477,87
PROD0018,STORE019,5,31
PROD0018,STORE020,367,92
PROD0019,STORE001,309,66
PROD0019,STORE002,422,38
PROD0019,STORE003,286,49
PROD0019,STORE004,92,69
PROD0019,STORE005,500,68
PROD0019,STORE006,24,42
PROD0019,STORE007,334,43
PROD0019,STORE008,305,95
PROD0019,STORE009,116,65
PROD0019,STORE010,487,53
PROD0019,STORE011,469,75
PROD0019,STORE012,77,39
PROD0019,STORE013,342,42
PROD0019,STORE014,456,30
PROD0019,STORE015,331,54
PROD0019,STORE016,4,97
PROD0019,STORE017,410,79
PROD0019,STORE018,258,47
PROD0019,STORE019,393,55
PROD0019,STORE020,328,63
PROD0020,STORE001,180,100
PROD0020,STORE002,203,60
PROD0020,STORE003,249,30
PROD0020,STORE004,231,89
PROD0020,STORE005,170,44
PROD0020,STORE006,140,46
PROD0020,STORE007,479,64
PROD0020,STORE008,0,58
PROD0020,STORE009,255,35
PROD0020,STORE010,409,86
PROD0020,STORE011,284,34
PROD0020,STORE012,59,87
PROD0020,STORE013,130,52
PROD0020,STORE014,486,92
PROD0020,STORE015,16,89
PROD0020,STORE016,107,65
PROD0020,STORE017,107,77
PROD0020,STORE018,293,81
PROD0020,STORE019,251,58
PROD0020,STORE020,36,36
PROD0021,STORE001,178,55
PROD0021,STORE002,100,92
PROD0021,STORE003,82,45
PROD0021,STORE004,321,69
PROD0021,STORE005,363,45
PROD0021,STORE006,391,45
PROD0021,STORE007,455,55
PROD0021,STORE008,192,89
PROD0021,STORE009,388,70
PROD0021,STORE010,178,79
PROD0021,STORE011,95,40
PROD0021,STORE012,13,66
PROD0021,STORE013,360,39
PROD0021,STORE014,131,82
PROD0021,STORE015,452,41
PROD0021,STORE016,217,69
PROD0021,STORE017,172,71
PROD0021,STORE018,190,56
PROD0021,STORE019,123,100
PROD0021,STORE020,318,38
PROD0022,STORE001,47,52
PROD0022,STORE002,155,30
PROD0022,STORE003,403,79
PROD0022,STORE004,67,34
PROD0022,STORE005,12,42
PROD0022,STORE006,126,75
PROD0022,STORE007,157,53
PROD0022,STORE008,24,90
PROD0022,STORE009,418,34
PROD0022,STORE010,412,92
PROD0022,STORE011,434,83
PROD0022,STORE012,449,65
PROD0022,STORE013,266,39
PROD0022,STORE014,89,90
PROD0022,STORE015,127,68
PROD0022,STORE016,322,56
PROD0022,STORE017,356,66
PROD0022,STORE018,340,34
PROD0022,STORE019,72,41
PROD0022,STORE020,334,74
PROD0023,STORE001,313,42
PROD0023,STORE002,162,93
PROD0023,STORE003,160,50
PROD0023,STORE004,311,81
PROD0023,STORE005,412,34
PROD0023,STORE006,405,43
PROD0023,STORE007,293,61
PROD0023,STORE008,16,69
PROD0023,STORE009,448,60
PROD0023,STORE010,336,53
PROD0023,STORE011,245,95
PROD0023,STORE012,339,100
PROD0023,STORE013,344,48
PROD0023,STORE014,252,93
PROD0023,STORE015,195,72
PROD0023,STORE016,315,51
PROD0023,STORE017,123,31
PROD0023,STORE018,131,49
PROD0023,STORE019,335,97
PROD0023,STORE020,308,98
PROD0024,STORE001,69,39
PROD0024,STORE002,288,34
PROD0024,STORE003,352,68
PROD0024,STORE004,123,79
PROD0024,STORE005,334,55
PROD0024,STORE006,312,46
PROD0024,STORE007,319,90
PROD0024,STORE008,22,76
PROD0024,STORE009,86,96
PROD0024,STORE010,116,97
PROD0024,STORE011,386,31
PROD0024,STORE012,216,92
PROD0024,STORE013,338,68
PROD0024,STORE014,106,100
PROD0024,STORE015,113,42
PROD0024,STORE016,321,45
PROD0024,STORE017,427,40
PROD0024,STORE018,63,42
PROD0024,STORE019,208,53
PROD0024,STORE020,236,51
PROD0025,STORE001,10,34
PROD0025,STORE002,454,31
PROD0025,STORE003,5,80
PROD0025,STORE004,95,48
PROD0025,STORE005,204,45
PROD0025,STORE006,63,41
PROD0025,STORE007,363,34
PROD0025,STORE008,383,98
PROD0025,STORE009,433,71
PROD0025,STORE010,74,76
PROD0025,STORE011,10,30
PROD0025,STORE012,353,69
PROD0025,STORE013,421,35
PROD0025,STORE014,334,77
PROD0025,STORE015,484,36
PROD0025,STORE016,325,59
PROD0025,STORE017,58,48
PROD0025,STORE018,234,81
PROD0025,STORE019,122,46
PROD0025,STORE020,394,75
PROD0026,STORE001,446,71
PROD0026,STORE002,108,81
PROD0026,STORE003,423,98
PROD0026,STORE004,495,47
PROD0026,STORE005,101,70
PROD0026,STORE006,492,48
PROD0026,STORE007,181,42
PROD0026,STORE008,123,30
PROD0026,STORE009,322,69
PROD0026,STORE010,215,30
PROD0026,STORE011,372,39
PROD0026,STORE012,387,49
PROD0026,STORE013,179,91
PROD0026,STORE014,493,53
PROD0026,STORE015,384,49
PROD0026,STORE016,395,57
PROD0026,STORE017,370,94
PROD0026,STORE018,235,88
PROD0026,STORE019,154,98
PROD0026,STORE020,201,40
PROD0027,STORE001,148,58
PROD0027,STORE002,77,91
PROD0027,STORE003,100,45
PROD0027,STORE004,112,88
PROD0027,STORE005,107,30
PROD0027,STORE006,354,63
PROD0027,STORE007,250,44
PROD0027,STORE008,364,32
PROD0027,STORE009,129,86
PROD0027,STORE010,154,51
PROD0027,STORE011,271,61
PROD0027,STORE012,383,72
PROD0027,STORE013,106,60
PROD0027,STORE014,129,36
PROD0027,STORE015,27,38
PROD0027,STORE016,458,58
PROD0027,STORE017,129,62
PROD0027,STORE018,451,59
PROD0027,STORE019,479,53
PROD0027,STORE020,402,64
PROD0028,STORE001,341,82
PROD0028,STORE002,120,51
PROD0028,STORE003,166,33
PROD0028,STORE004,442,94
PROD0028,STORE005,468,40
PROD0028,STORE006,336,87
PROD0028,STORE007,422,92
PROD0028,STORE008,53,88
PROD0028,STORE009,473,82
PROD0028,STORE010,274,83
PROD0028,STORE011,122,63
PROD0028,STORE012,496,49
PROD0028,STORE013,125,93
PROD0028,STORE014,88,79
PROD0028,STORE015,40,94
PROD0028,STORE016,424,40
PROD0028,STORE017,320,72
PROD0028,STORE018,437,76
PROD0028,STORE019,330,47
PROD0028,STORE020,157,100
PROD0029,STORE001,79,87
PROD0029,STORE002,419,90
PROD0029,STORE003,221,65
PROD0029,STORE004,297,98
PROD0029,STORE005,26,93
PROD0029,STORE006,30,71
PROD0029,STORE007,379,76
PROD0029,STORE008,321,45
PROD0029,STORE009,57,61
PROD0029,STORE010,500,78
PROD0029,STORE011,390,68
PROD0029,STORE012,361,69
PROD0029,STORE013,95,98
PROD0029,STORE014,60,56
PROD0029,STORE015,456,31
PROD0029,STORE016,376,85
PROD0029,STORE017,253,36
PROD0029,STORE018,18,98
PROD0029,STORE019,493,78
PROD0029,STORE020,279,94
PROD0030,STORE001,12,66
PROD0030,STORE002,270,100
PROD0030,STORE003,427,40
PROD0030,STORE004,236,65
PROD0030,STORE005,51,35
PROD0030,STORE006,405,48
PROD0030,STORE007,220,53
PROD0030,STORE008,386,65
PROD0030,STORE009,101,49
PROD0030,STORE010,189,61
PROD0030,STORE011,191,48
PROD0030,STORE012,27,95
PROD0030,STORE013,22,62
PROD0030,STORE014,413,30
PROD0030,STORE015,46,54
PROD0030,STORE016,380,56
PROD0030,STORE017,42,47
PROD0030,STORE018,196,44
PROD0030,STORE019,261,52
PROD0030,STORE020,146,61
PROD0031,STORE001,237,95
PROD0031,STORE002,13,31
PROD0031,STORE003,152,99
PROD0031,STORE004,126,82
PROD0031,STORE005,66,31
PROD0031,STORE006,393,50
PROD0031,STORE007,118,56
PROD0031,STORE008,395,50
PROD0031,STORE009,64,97
PROD0031,STORE010,313,90
PROD0031,STORE011,94,88
PROD0031,STORE012,296,82
PROD0031,STORE013,454,63
PROD0031,STORE014,455,97
PROD0031,STORE015,481,56
PROD0031,STORE016,329,48
PROD0031,STORE017,62,96
PROD0031,STORE018,362,70
PROD0031,STORE019,164,53
PROD0031,STORE020,331,49
PROD0032,STORE001,11,61
PROD0032,STORE002,56,98
PROD0032,STORE003,486,85
PROD0032,STORE004,209,54
PROD0032,STORE005,476,54
PROD0032,STORE006,99,100
PROD0032,STORE007,150,80
PROD0032,STORE008,304,37
PROD0032,STORE009,363,90
PROD0032,STORE010,52,47
PROD0032,STORE011,498,34
PROD0032,STORE012,284,96
PROD0032,STORE013,329,88
PROD0032,STORE014,211,76
PROD0032,STORE015,12,42
PROD0032,STORE016,88,98
PROD0032,STORE017,3,68
PROD0032,STORE018,171,53
PROD0032,STORE019,465,81
PROD0032,STORE020,133,67
PROD0033,STORE001,462,87
PROD0033,STORE002,112,61
PROD0033,STORE003,63,86
PROD0033,STORE004,261,61
PROD0033,STORE005,33,87
PROD0033,STORE006,283,94
PROD0033,STORE007,75,85
PROD0033,STORE008,146,41
PROD0033,STORE009,52,94
PROD0033,STORE010,109,96
PROD0033,STORE011,446,92
PROD0033,STORE012,160,53
PROD0033,STORE013,239,42
PROD0033,STORE014,248,61
PROD0033,STORE015,377,31
PROD0033,STORE016,296,89
PROD0033,STORE017,155,99
PROD0033,STORE018,102,36
PROD0033,STORE019,452,34
PROD0033,STORE020,29,90
PROD0034,STORE001,302,78
PROD0034,STORE002,135,99
PROD0034,STORE003,207,33
PROD0034,STORE004,164,99
PROD0034,STORE005,25,49
PROD0034,STORE006,94,48
PROD0034,STORE007,235,94
PROD0034,STORE008,153,81
PROD0034,STORE009,476,92
PROD0034,STORE010,120,36
PROD0034,STORE011,312,66
PROD0034,STORE012,438,98
PROD0034,STORE013,499,83
PROD0034,STORE014,286,92
PROD0034,STORE015,220,68
PROD0034,STORE016,37,57
PROD0034,STORE017,29,30
PROD0034,STORE018,257,92
PROD0034,STORE019,419,98
PROD0034,STORE020,65,78
PROD0035,STORE001,166,42
PROD0035,STORE002,238,73
PROD0035,STORE003,468,35
PROD0035,STORE004,36,97
PROD0035,STORE005,337,61
PROD0035,STORE006,395,56
PROD0035,STORE007,80,58
PROD0035,STORE008,389,77
PROD0035,STORE009,191,96
PROD0035,STORE010,476,94
PROD0035,STORE011,171,93
PROD0035,STORE012,114,55
PROD0035,STORE013,492,40
PROD0035,STORE014,482,35
PROD0035,STORE015,224,60
PROD0035,STORE016,375,53
PROD0035,STORE017,61,55
PROD0035,STORE018,499,58
PROD0035,STORE019,420,80
PROD0035,STORE020,268,55
PROD0036,STORE001,64,51
PROD0036,STORE002,158,39
PROD0036,STORE003,163,85
PROD0036,STORE004,142,85
PROD0036,STORE005,182,69
PROD0036,STORE006,95,89
PROD0036,STORE007,31,66
PROD0036,STORE008,104,34
PROD0036,STORE009,407,64
PROD0036,STORE010,161,98
PROD0036,STORE011,266,82
PROD0036,STORE012,336,90
PROD0036,STORE013,397,42
PROD0036,STORE014,81,93
PROD0036,STORE015,413,85
PROD0036,STORE016,394,45
PROD0036,STORE017,415,64
PROD0036,STORE018,287,92
PROD0036,STORE019,496,52
PROD0036,STORE020,53,69
PROD0037,STORE001,38,54
PROD0037,STORE002,274,54
PROD0037,STORE003,274,89
PROD0037,STORE004,499,61
PROD0037,STORE005,85,42
PROD0037,STORE006,291,73
PROD0037,STORE007,459,43
PROD0037,STORE008,199,73
PROD0037,STORE009,115,84
PROD0037,STORE010,483,67
PROD0037,STORE011,387,48
PROD0037,STORE012,190,43
PROD0037,STORE013,303,36
PROD0037,STORE014,203,36
PROD0037,STORE015,491,30
PROD0037,STORE016,274,94
PROD0037,STORE017,2,80
PROD0037,STORE018,441,66
PROD0037,STORE019,346,92
PROD0037,STORE020,93,48
PROD0038,STORE001,250,67
PROD0038,STORE002,38,81
PROD0038,STORE003,140,69
PROD0038,STORE004,186,61
PROD0038,STORE005,466,50
PROD0038,STORE006,201,33
PROD0038,STORE007,198,55
PROD0038,STORE008,208,57
PROD0038,STORE009,330,74
PROD0038,STORE010,290,79
PROD0038,STORE011,352,58
PROD0038,STORE012,323,89
PROD0038,STORE013,86,63
PROD0038,STORE014,294,70
PROD0038,STORE015,342,36
PROD0038,STORE016,195,32
PROD0038,STORE017,259,55
PROD0038,STORE018,177,43
PROD0038,STORE019,378,44
PROD0038,STORE020,126,36
PROD0039,STORE001,113,45
PROD0039,STORE002,423,68
PROD0039,STORE003,254,41
PROD0039,STORE004,265,85
PROD0039,STORE005,284,59
PROD0039,STORE006,198,46
PROD0039,STORE007,52,83
PROD0039,STORE008,47,52
PROD0039,STORE009,101,77
PROD0039,STORE010,292,100
PROD0039,STORE011,103,51
PROD0039,STORE012,131,90
PROD0039,STORE013,217,66
PROD0039,STORE014,249,44
PROD0039,STORE015,380,40
PROD0039,STORE016,81,74
PROD0039,STORE017,21,70
PROD0039,STORE018,449,94
PROD0039,STORE019,7,59
PROD0039,STORE020,81,34
PROD0040,STORE001,302,44
PROD0040,STORE002,109,43
PROD0040,STORE003,56,41
PROD0040,STORE004,438,36
PROD0040,STORE005,290,59
PROD0040,STORE006,441,52
PROD0040,STORE007,429,60
PROD0040,STORE008,7,48
PROD0040,STORE009,189,46
PROD0040,STORE010,160,76
PROD0040,STORE011,143,69
PROD0040,STORE012,188,100
PROD0040,STORE013,145,78
PROD0040,STORE014,418,58
PROD0040,STORE015,31,90
PROD0040,STORE016,329,54
PROD0040,STORE017,469,66
PROD0040,STORE018,243,30
PROD0040,STORE019,159,99
PROD0040,STORE020,55,31
PROD0041,STORE001,426,42
PROD0041,STORE002,195,43
PROD0041,STORE003,239,92
PROD0041,STORE004,202,49
PROD0041,STORE005,457,37
PROD0041,STORE006,231,74
PROD0041,STORE007,20,79
PROD0041,STORE008,285,89
PROD0041,STORE009,303,47
PROD0041,STORE010,148,79
PROD0041,STORE011,225,75
PROD0041,STORE012,336,47
PROD0041,STORE013,244,90
PROD0041,STORE014,90,86
PROD0041,STORE015,71,62
PROD0041,STORE016,366,70
PROD0041,STORE017,490,36
PROD0041,STORE018,261,74
PROD0041,STORE019,255,85
PROD0041,STORE020,177,78
PROD0042,STORE001,407,84
PROD0042,STORE002,183,87
PROD0042,STORE003,27,46
PROD0042,STORE004,203,37
PROD0042,STORE005,241,79
PROD0042,STORE006,338,49
PROD0042,STORE007,253,56
PROD0042,STORE008,128,35
PROD0042,STORE009,317,72
PROD0042,STORE010,122,46
PROD0042,STORE011,355,39
PROD0042,STORE012,136,81
PROD0042,STORE013,157,38
PROD0042,STORE014,16,64
PROD0042,STORE015,449,93
PROD0042,STORE016,205,60
PROD0042,STORE017,407,38
PROD0042,STORE018,293,60
PROD0042,STORE019,472,100
PROD0042,STORE020,148,73
PROD0043,STORE001,488,60
PROD0043,STORE002,274,49
PROD0043,STORE003,283,72
PROD0043,STORE004,256,37
PROD0043,STORE005,366,75
PROD0043,STORE006,395,94
PROD0043,STORE007,24,64
PROD0043,STORE008,495,48
PROD0043,STORE009,176,97
PROD0043,STORE010,202,95
PROD0043,STORE011,413,97
PROD0043,STORE012,499,65
PROD0043,STORE013,19,49
PROD0043,STORE014,193,37
PROD0043,STORE015,112,86
PROD0043,STORE016,327,37
PROD0043,STORE017,93,87
PROD0043,STORE018,379,66
PROD0043,STORE019,397,74
PROD0043,STORE020,466,49
PROD0044,STORE001,458,55
PROD0044,STORE002,131,30
PROD0044,STORE003,121,99
PROD0044,STORE004,43,95
PROD0044,STORE005,340,34
PROD0044,STORE006,245,98
PROD0044,STORE007,58,82
PROD0044,STORE008,144,48
PROD0044,STORE009,209,89
PROD0044,STORE010,335,78
PROD0044,STORE011,48,82
PROD0044,STORE012,52,61
PROD0044,STORE013,119,53
PROD0044,STORE014,442,51
PROD0044,STORE015,122,88
PROD0044,STORE016,273,91
PROD0044,STORE017,10,63
PROD0044,STORE018,247,93
PROD0044,STORE019,268,93
PROD0044,STORE020,229,66
PROD0045,STORE001,369,68
PROD0045,STORE002,495,52
PROD0045,STORE003,110,63
PROD0045,STORE004,440,35
PROD0045,STORE005,420,85
PROD0045,STORE006,228,57
PROD0045,STORE007,95,48
PROD0045,STORE008,56,74
PROD0045,STORE009,456,66
PROD0045,STORE010,375,54
PROD0045,STORE011,116,63
PROD0045,STORE012,336,97
PROD0045,STORE013,275,43
PROD0045,STORE014,334,94
PROD0045,STORE015,88,57
PROD0045,STORE016,367,74
PROD0045,STORE017,80,88
PROD0045,STORE018,380,62
PROD0045,STORE019,458,37
PROD0045,STORE020,412,86
PROD0046,STORE001,58,94
PROD0046,STORE002,158,82
PROD0046,STORE003,393,88
PROD0046,STORE004,401,35
PROD0046,STORE005,343,95
PROD0046,STORE006,365,94
PROD0046,STORE007,497,66
PROD0046,STORE008,319,99
PROD0046,STORE009,11,84
PROD0046,STORE010,12,62
PROD0046,STORE011,31,72
PROD0046,STORE012,208,96
PROD0046,STORE013,128,92
PROD0046,STORE014,34,88
PROD0046,STORE015,25,54
PROD0046,STORE016,233,41
PROD0046,STORE017,180,40
PROD0046,STORE018,484,62
PROD0046,STORE019,319,50
PROD0046,STORE020,223,35
PROD0047,STORE001,427,64
PROD0047,STORE002,306,65
PROD0047,STORE003,308,91
PROD0047,STORE004,66,68
PROD0047,STORE005,230,63
PROD0047,STORE006,460,68
PROD0047,STORE007,130,37
PROD0047,STORE008,34,59
PROD0047,STORE009,367,39
PROD0047,STORE010,253,91
