order_id,product_id,quantity,revenue
ORD000031,PROD0099,2,719.28
ORD000031,PROD0110,5,1815.35
ORD000031,PROD0058,2,803.12
ORD000032,PROD0078,3,831.24
ORD000032,PROD0020,1,456.15
ORD000033,PROD0045,3,1240.86
ORD000034,PROD0061,4,123.88
ORD000034,PROD0082,2,959.0
ORD000035,PROD0102,2,209.26
ORD000035,PROD0080,4,819.76
ORD000036,PROD0036,1,185.02
ORD000036,PROD0046,5,1285.85
ORD000036,PROD0070,3,747.66
ORD000036,PROD0012,5,2164.4
ORD000037,PROD0073,3,203.7
ORD000038,PROD0076,3,192.93
ORD000038,PROD0109,5,1825.35
ORD000039,PROD0070,5,1246.1
ORD000039,PROD0080,1,204.94
ORD000040,PROD0020,2,912.3
ORD000040,PROD0004,1,85.2
ORD000040,PROD0044,3,132.39
ORD000041,PROD0087,5,580.1
ORD000042,PROD0065,3,1371.48
ORD000043,PROD0046,3,771.51
ORD000043,PROD0009,2,704.68
ORD000043,PROD0064,3,1066.68
ORD000043,PROD0030,5,2442.7
ORD000044,PROD0006,1,387.95
ORD000045,PROD0040,3,559.17
ORD000045,PROD0120,3,1284.03
ORD000045,PROD0009,3,1057.02
ORD000046,PROD0092,3,889.29
ORD000047,PROD0007,3,447.69
ORD000047,PROD0080,1,204.94
ORD000047,PROD0043,5,592.15
ORD000048,PROD0022,1,325.53
ORD000048,PROD0080,5,1024.7
ORD000049,PROD0091,1,426.53
ORD000050,PROD0029,1,103.46
ORD000050,PROD0040,4,745.56
ORD000050,PROD0054,2,387.62
ORD000050,PROD0091,2,853.06
ORD000051,PROD0046,4,1028.68
ORD000052,PROD0022,4,1302.12
ORD000052,PROD0100,3,1169.94
ORD000053,PROD0049,2,734.8
ORD000054,PROD0050,2,117.96
ORD000054,PROD0112,4,256.44
ORD000055,PROD0108,3,671.76
ORD000056,PROD0059,1,303.89
ORD000056,PROD0078,2,554.16
ORD000057,PROD0094,5,2234.1
ORD000057,PROD0019,3,630.81
ORD000058,PROD0110,2,726.14
ORD000058,PROD0091,3,1279.59
ORD000058,PROD0116,1,210.2
ORD000058,PROD0085,4,911.08
ORD000059,PROD0046,1,257.17
ORD000059,PROD0028,1,77.02
ORD000059,PROD0074,5,1296.4
ORD000059,PROD0036,2,370.04
ORD000060,PROD0048,2,886.82
ORD000061,PROD0115,1,208.53
ORD000061,PROD0060,1,365.96
ORD000061,PROD0090,4,1271.08
ORD000062,PROD0045,5,2068.1
ORD000063,PROD0034,5,56.05
ORD000064,PROD0047,4,1028.12
ORD000064,PROD0022,5,1627.65
ORD000065,PROD0029,2,206.92
ORD000065,PROD0035,4,1159.08
ORD000065,PROD0109,1,365.07
ORD000066,PROD0008,1,45.08
ORD000066,PROD0049,4,1469.6
ORD000067,PROD0070,2,498.44
ORD000067,PROD0104,1,107.41
ORD000067,PROD0100,2,779.96
ORD000068,PROD0019,4,841.08
ORD000069,PROD0024,1,341.35
ORD000069,PROD0032,1,72.25
ORD000069,PROD0030,2,977.08
ORD000069,PROD0071,2,699.28
ORD000070,PROD0097,5,1612.5
ORD000070,PROD0032,2,144.5
ORD000070,PROD0101,1,331.74
ORD000071,PROD0111,3,319.44
ORD000071,PROD0072,2,716.4
ORD000071,PROD0024,5,1706.75
ORD000071,PROD0030,2,977.08
ORD000072,PROD0090,1,317.77
ORD000073,PROD0033,3,224.97
ORD000074,PROD0059,5,1519.45
ORD000074,PROD0100,1,389.98
ORD000074,PROD0072,1,358.2
ORD000074,PROD0084,3,1053.87
ORD000075,PROD0078,2,554.16
ORD000075,PROD0067,1,405.45
ORD000075,PROD0052,4,941.52
ORD000075,PROD0063,4,1178.6
ORD000076,PROD0047,5,1285.15
ORD000076,PROD0016,5,576.05
ORD000077,PROD0060,2,731.92
ORD000077,PROD0101,4,1326.96
ORD000077,PROD0016,3,345.63
ORD000078,PROD0066,5,2328.4
ORD000079,PROD0105,4,297.84
ORD000079,PROD0094,3,1340.46
ORD000079,PROD0061,3,92.91
ORD000080,PROD0079,5,1233.65
ORD000080,PROD0065,1,457.16
ORD000080,PROD0027,2,919.8
ORD000081,PROD0051,1,434.53
ORD000081,PROD0099,5,1798.2
ORD000081,PROD0106,3,171.18
ORD000081,PROD0054,5,969.05
ORD000082,PROD0016,4,460.84
ORD000082,PROD0031,4,156.88
ORD000082,PROD0040,5,931.95
ORD000082,PROD0059,3,911.67
ORD000083,PROD0091,5,2132.65
ORD000083,PROD0011,1,184.76
ORD000083,PROD0052,4,941.52
ORD000084,PROD0057,1,257.38
ORD000084,PROD0028,1,77.02
ORD000084,PROD0049,5,1837.0
ORD000085,PROD0057,4,1029.52
ORD000085,PROD0115,5,1042.65
ORD000086,PROD0115,2,417.06
ORD000087,PROD0061,1,30.97
ORD000087,PROD0057,5,1286.9
ORD000087,PROD0042,4,91.52
ORD000087,PROD0038,3,565.56
ORD000088,PROD0046,1,257.17
ORD000088,PROD0055,2,381.68
ORD000088,PROD0097,2,645.0
ORD000088,PROD0075,5,242.1
ORD000089,PROD0068,1,311.01
ORD000089,PROD0076,3,192.93
ORD000090,PROD0093,1,140.93
ORD000091,PROD0107,2,929.36
ORD000091,PROD0111,4,425.92
ORD000091,PROD0041,2,956.56
ORD000091,PROD0095,5,431.6
ORD000092,PROD0042,4,91.52
ORD000092,PROD0072,2,716.4
ORD000092,PROD0091,3,1279.59
ORD000093,PROD0029,4,413.84
ORD000093,PROD0112,2,128.22
ORD000094,PROD0053,4,990.16
ORD000094,PROD0087,5,580.1
ORD000095,PROD0045,5,2068.1
ORD000095,PROD0112,3,192.33
ORD000095,PROD0029,3,310.38
ORD000096,PROD0088,5,1178.1
ORD000097,PROD0075,4,193.68
ORD000098,PROD0056,3,1213.53
ORD000098,PROD0015,3,899.22
ORD000099,PROD0019,2,420.54
ORD000099,PROD0071,2,699.28
ORD000099,PROD0054,3,581.43
ORD000100,PROD0104,5,537.05
ORD000101,PROD0078,4,1108.32
ORD000101,PROD0066,4,1862.72
ORD000102,PROD0089,4,389.0
ORD000103,PROD0062,4,1913.68
ORD000103,PROD0097,1,322.5
ORD000103,PROD0050,1,58.98
ORD000103,PROD0034,4,44.84
ORD000104,PROD0086,5,881.2
ORD000104,PROD0019,5,1051.35
ORD000104,PROD0066,5,2328.4
ORD000104,PROD0028,4,308.08
ORD000105,PROD0074,1,259.28
ORD000105,PROD0059,3,911.67
ORD000106,PROD0074,3,777.84
ORD000106,PROD0050,1,58.98
ORD000106,PROD0117,2,26.14
ORD000106,PROD0080,3,614.82
ORD000107,PROD0042,1,22.88
ORD000108,PROD0042,1,22.88
ORD000108,PROD0057,1,257.38
ORD000109,PROD0114,3,1427.55
ORD000110,PROD0047,5,1285.15
ORD000110,PROD0026,4,1810.2
ORD000110,PROD0115,4,834.12
ORD000110,PROD0041,1,478.28
ORD000111,PROD0011,4,739.04
ORD000112,PROD0080,3,614.82
ORD000113,PROD0045,1,413.62
ORD000113,PROD0016,3,345.63
ORD000113,PROD0055,4,763.36
ORD000114,PROD0075,4,193.68
ORD000114,PROD0023,1,458.04
ORD000114,PROD0098,1,372.29
ORD000115,PROD0015,2,599.48
ORD000116,PROD0029,4,413.84
ORD000116,PROD0063,2,589.3
ORD000116,PROD0112,4,256.44
ORD000116,PROD0027,4,1839.6
ORD000117,PROD0025,2,150.0
ORD000118,PROD0005,2,865.9
ORD000118,PROD0071,5,1748.2
ORD000118,PROD0063,4,1178.6
ORD000118,PROD0057,3,772.14
ORD000119,PROD0084,2,702.58
ORD000120,PROD0011,1,184.76
ORD000120,PROD0085,3,683.31
ORD000120,PROD0106,3,171.18
ORD000120,PROD0077,1,105.34
ORD000121,PROD0070,2,498.44
ORD000122,PROD0001,1,323.16
ORD000122,PROD0021,1,162.75
ORD000122,PROD0003,4,826.44
ORD000123,PROD0040,3,559.17
ORD000123,PROD0068,5,1555.05
ORD000124,PROD0053,1,247.54
ORD000124,PROD0075,3,145.26
ORD000124,PROD0110,4,1452.28
ORD000125,PROD0040,3,559.17
ORD000125,PROD0120,5,2140.05
ORD000126,PROD0003,3,619.83
ORD000127,PROD0073,3,203.7
ORD000127,PROD0088,1,235.62
ORD000127,PROD0070,1,249.22
ORD000127,PROD0099,1,359.64
ORD000128,PROD0064,2,711.12
ORD000128,PROD0042,5,114.4
ORD000128,PROD0113,3,1465.08
ORD000128,PROD0108,5,1119.6
ORD000129,PROD0079,1,246.73
ORD000130,PROD0112,5,320.55
ORD000130,PROD0020,1,456.15
ORD000130,PROD0114,4,1903.4
ORD000130,PROD0120,5,2140.05
ORD000131,PROD0078,3,831.24
ORD000131,PROD0059,3,911.67
ORD000131,PROD0015,4,1198.96
ORD000132,PROD0079,5,1233.65
ORD000132,PROD0024,2,682.7
ORD000132,PROD0017,1,39.15
ORD000133,PROD0110,5,1815.35
ORD000133,PROD0063,5,1473.25
ORD000134,PROD0078,2,554.16
ORD000134,PROD0103,2,123.08
ORD000134,PROD0044,3,132.39
ORD000135,PROD0049,3,1102.2
ORD000135,PROD0060,5,1829.8
ORD000136,PROD0077,3,316.02
ORD000136,PROD0053,1,247.54
ORD000137,PROD0002,2,517.24
ORD000137,PROD0066,2,931.36
ORD000137,PROD0087,1,116.02
ORD000137,PROD0118,1,55.64
ORD000138,PROD0012,2,865.76
ORD000138,PROD0067,2,810.9
ORD000139,PROD0102,4,418.52
ORD000139,PROD0040,4,745.56
ORD000140,PROD0083,1,261.0
ORD000140,PROD0019,1,210.27
ORD000141,PROD0091,3,1279.59
ORD000142,PROD0041,3,1434.84
ORD000142,PROD0082,1,479.5
ORD000142,PROD0005,2,865.9
ORD000142,PROD0050,1,58.98
ORD000143,PROD0059,1,303.89
ORD000143,PROD0063,1,294.65
ORD000143,PROD0002,4,1034.48
ORD000144,PROD0095,5,431.6
ORD000144,PROD0003,3,619.83
ORD000145,PROD0050,5,294.9
ORD000145,PROD0108,2,447.84
ORD000145,PROD0110,2,726.14
ORD000146,PROD0015,2,599.48
ORD000146,PROD0104,5,537.05
ORD000147,PROD0025,3,225.0
ORD000148,PROD0041,3,1434.84
ORD000148,PROD0029,4,413.84
ORD000148,PROD0023,4,1832.16
ORD000149,PROD0039,3,1142.28
ORD000150,PROD0116,3,630.6
ORD000150,PROD0037,1,113.38
ORD000151,PROD0120,4,1712.04
ORD000151,PROD0030,5,2442.7
ORD000151,PROD0014,5,149.3
ORD000151,PROD0029,1,103.46
ORD000152,PROD0055,1,190.84
ORD000152,PROD0115,1,208.53
ORD000152,PROD0120,2,856.02
ORD000153,PROD0092,5,1482.15
ORD000153,PROD0049,2,734.8
ORD000153,PROD0106,1,57.06
ORD000153,PROD0028,3,231.06
ORD000154,PROD0023,2,916.08
ORD000155,PROD0086,2,352.48
ORD000155,PROD0076,1,64.31
ORD000155,PROD0001,1,323.16
ORD000156,PROD0074,1,259.28
ORD000156,PROD0009,1,352.34
ORD000156,PROD0011,2,369.52
ORD000156,PROD0010,3,294.0
ORD000157,PROD0013,5,467.6
ORD000158,PROD0030,1,488.54
ORD000158,PROD0022,4,1302.12
ORD000159,PROD0061,5,154.85
ORD000159,PROD0069,2,662.72
ORD000160,PROD0022,1,325.53
ORD000160,PROD0115,2,417.06
ORD000160,PROD0025,2,150.0
ORD000160,PROD0062,5,2392.1
ORD000161,PROD0023,5,2290.2
ORD000162,PROD0027,2,919.8
ORD000163,PROD0047,2,514.06
ORD000163,PROD0093,5,704.65
ORD000163,PROD0070,5,1246.1
ORD000163,PROD0103,1,61.54
ORD000164,PROD0019,2,420.54
ORD000164,PROD0029,1,103.46
ORD000164,PROD0025,2,150.0
ORD000165,PROD0031,5,196.1
ORD000165,PROD0079,5,1233.65
ORD000165,PROD0111,2,212.96
ORD000166,PROD0047,3,771.09
ORD000167,PROD0024,2,682.7
ORD000167,PROD0012,1,432.88
ORD000168,PROD0102,4,418.52
ORD000168,PROD0029,1,103.46
ORD000169,PROD0080,2,409.88
ORD000169,PROD0039,5,1903.8
ORD000169,PROD0091,2,853.06
ORD000169,PROD0024,1,341.35
ORD000170,PROD0115,5,1042.65
ORD000171,PROD0107,2,929.36
ORD000171,PROD0072,3,1074.6
ORD000171,PROD0109,2,730.14
ORD000172,PROD0001,3,969.48
ORD000172,PROD0063,4,1178.6
ORD000173,PROD0002,5,1293.1
ORD000173,PROD0080,2,409.88
ORD000173,PROD0092,3,889.29
ORD000174,PROD0082,5,2397.5
ORD000174,PROD0074,1,259.28
ORD000174,PROD0008,4,180.32
ORD000175,PROD0068,1,311.01
ORD000175,PROD0095,4,345.28
ORD000175,PROD0060,5,1829.8
ORD000175,PROD0014,1,29.86
ORD000176,PROD0059,2,607.78
ORD000176,PROD0033,3,224.97
ORD000176,PROD0047,4,1028.12
ORD000177,PROD0015,4,1198.96
ORD000177,PROD0045,1,413.62
ORD000178,PROD0041,2,956.56
ORD000178,PROD0003,3,619.83
ORD000179,PROD0057,4,1029.52
ORD000179,PROD0095,1,86.32
ORD000179,PROD0067,3,1216.35
ORD000179,PROD0004,3,255.6
ORD000180,PROD0060,4,1463.84
ORD000180,PROD0050,5,294.9
ORD000180,PROD0098,3,1116.87
ORD000180,PROD0038,2,377.04
ORD000181,PROD0103,2,123.08
ORD000181,PROD0032,5,361.25
ORD000182,PROD0104,1,107.41
ORD000183,PROD0060,2,731.92
ORD000184,PROD0060,3,1097.88
ORD000184,PROD0052,1,235.38
ORD000185,PROD0049,4,1469.6
ORD000186,PROD0071,1,349.64
ORD000186,PROD0002,1,258.62
ORD000187,PROD0020,5,2280.75
ORD000187,PROD0115,5,1042.65
ORD000188,PROD0065,5,2285.8
ORD000188,PROD0066,4,1862.72
ORD000188,PROD0005,3,1298.85
ORD000189,PROD0115,2,417.06
ORD000190,PROD0050,2,117.96
ORD000191,PROD0015,1,299.74
ORD000191,PROD0109,4,1460.28
ORD000192,PROD0069,3,994.08
ORD000192,PROD0040,5,931.95
ORD000192,PROD0120,3,1284.03
ORD000193,PROD0032,5,361.25
ORD000193,PROD0048,3,1330.23
ORD000194,PROD0043,5,592.15
ORD000194,PROD0086,2,352.48
ORD000194,PROD0040,5,931.95
ORD000194,PROD0044,3,132.39
ORD000195,PROD0099,2,719.28
ORD000195,PROD0015,5,1498.7
ORD000196,PROD0113,2,976.72
ORD000196,PROD0071,5,1748.2
ORD000196,PROD0067,3,1216.35
ORD000197,PROD0075,1,48.42
ORD000198,PROD0034,2,22.42
ORD000198,PROD0050,4,235.92
ORD000198,PROD0112,3,192.33
ORD000199,PROD0063,1,294.65
ORD000200,PROD0019,2,420.54
ORD000200,PROD0034,3,33.63
ORD000200,PROD0113,1,488.36
ORD000201,PROD0107,1,464.68
ORD000201,PROD0110,1,363.07
ORD000201,PROD0111,1,106.48
ORD000201,PROD0103,2,123.08
ORD000202,PROD0120,2,856.02
ORD000202,PROD0070,1,249.22
ORD000202,PROD0118,4,222.56
ORD000202,PROD0062,5,2392.1
ORD000203,PROD0005,1,432.95
ORD000203,PROD0019,2,420.54
ORD000203,PROD0009,3,1057.02
ORD000203,PROD0028,4,308.08
ORD000204,PROD0061,3,92.91
ORD000204,PROD0112,5,320.55
ORD000204,PROD0041,5,2391.4
ORD000205,PROD0053,1,247.54
ORD000205,PROD0099,4,1438.56
ORD000206,PROD0039,5,1903.8
ORD000206,PROD0009,2,704.68
ORD000206,PROD0001,5,1615.8
ORD000207,PROD0119,1,388.05
ORD000207,PROD0056,3,1213.53
ORD000208,PROD0021,4,651.0
ORD000208,PROD0081,2,500.82
ORD000209,PROD0065,5,2285.8
ORD000209,PROD0013,2,187.04
ORD000210,PROD0012,1,432.88
ORD000210,PROD0091,3,1279.59
ORD000210,PROD0085,1,227.77
ORD000210,PROD0060,5,1829.8
ORD000211,PROD0081,4,1001.64
ORD000211,PROD0088,1,235.62
ORD000211,PROD0051,2,869.06
ORD000211,PROD0034,5,56.05
ORD000212,PROD0015,1,299.74
ORD000212,PROD0068,4,1244.04
ORD000212,PROD0067,1,405.45
ORD000213,PROD0104,4,429.64
ORD000213,PROD0062,3,1435.26
ORD000213,PROD0080,5,1024.7
ORD000213,PROD0043,3,355.29
ORD000214,PROD0051,1,434.53
ORD000215,PROD0106,1,57.06
ORD000215,PROD0100,5,1949.9
ORD000216,PROD0044,5,220.65
ORD000216,PROD0090,1,317.77
ORD000216,PROD0113,5,2441.8
ORD000217,PROD0038,4,754.08
ORD000218,PROD0048,5,2217.05
ORD000218,PROD0021,2,325.5
ORD000219,PROD0030,4,1954.16
ORD000220,PROD0112,1,64.11
ORD000221,PROD0010,4,392.0
ORD000222,PROD0074,2,518.56
ORD000222,PROD0014,4,119.44
ORD000223,PROD0087,3,348.06
ORD000224,PROD0034,3,33.63
ORD000225,PROD0014,4,119.44
ORD000225,PROD0120,4,1712.04
ORD000225,PROD0083,1,261.0
ORD000225,PROD0076,2,128.62
ORD000226,PROD0083,5,1305.0
ORD000226,PROD0111,2,212.96
ORD000226,PROD0027,1,459.9
ORD000226,PROD0052,4,941.52
ORD000227,PROD0039,1,380.76
ORD000227,PROD0040,3,559.17
ORD000227,PROD0108,4,895.68
ORD000228,PROD0036,4,740.08
ORD000229,PROD0013,5,467.6
ORD000229,PROD0090,4,1271.08
ORD000229,PROD0019,4,841.08
ORD000230,PROD0117,3,39.21
ORD000230,PROD0090,3,953.31
ORD000230,PROD0044,5,220.65
ORD000231,PROD0031,5,196.1
ORD000231,PROD0040,4,745.56
ORD000232,PROD0059,5,1519.45
ORD000232,PROD0054,1,193.81
ORD000232,PROD0097,3,967.5
ORD000232,PROD0030,4,1954.16
ORD000233,PROD0106,2,114.12
ORD000234,PROD0100,2,779.96
ORD000234,PROD0074,3,777.84
ORD000234,PROD0095,5,431.6
ORD000234,PROD0065,4,1828.64
ORD000235,PROD0026,1,452.55
ORD000235,PROD0028,2,154.04
ORD000235,PROD0038,3,565.56
ORD000236,PROD0110,3,1089.21
ORD000236,PROD0041,1,478.28
ORD000236,PROD0105,5,372.3
ORD000236,PROD0086,3,528.72
ORD000237,PROD0073,4,271.6
ORD000237,PROD0093,3,422.79
ORD000238,PROD0108,2,447.84
ORD000238,PROD0071,2,699.28
ORD000238,PROD0086,2,352.48
ORD000239,PROD0059,1,303.89
ORD000239,PROD0114,3,1427.55
ORD000239,PROD0080,5,1024.7
ORD000239,PROD0022,5,1627.65
ORD000240,PROD0003,5,1033.05
ORD000240,PROD0073,3,203.7
ORD000240,PROD0105,5,372.3
ORD000240,PROD0042,3,68.64
ORD000241,PROD0113,4,1953.44
ORD000242,PROD0102,1,104.63
ORD000242,PROD0022,2,651.06
ORD000242,PROD0094,5,2234.1
ORD000242,PROD0039,3,1142.28
ORD000243,PROD0041,1,478.28
ORD000243,PROD0022,3,976.59
ORD000243,PROD0118,2,111.28
ORD000243,PROD0088,3,706.86
ORD000244,PROD0069,5,1656.8
ORD000244,PROD0119,5,1940.25
ORD000245,PROD0104,2,214.82
ORD000245,PROD0027,5,2299.5
ORD000246,PROD0004,4,340.8
ORD000247,PROD0042,2,45.76
ORD000248,PROD0046,2,514.34
ORD000248,PROD0065,1,457.16
ORD000248,PROD0056,3,1213.53
ORD000248,PROD0105,4,297.84
ORD000249,PROD0086,4,704.96
ORD000249,PROD0060,1,365.96
ORD000250,PROD0065,4,1828.64
ORD000250,PROD0017,2,78.3
ORD000250,PROD0051,1,434.53
ORD000250,PROD0087,2,232.04
ORD000251,PROD0079,4,986.92
ORD000251,PROD0003,2,413.22
ORD000251,PROD0060,3,1097.88
ORD000251,PROD0031,2,78.44
ORD000252,PROD0016,4,460.84
ORD000252,PROD0071,4,1398.56
ORD000252,PROD0085,4,911.08
ORD000253,PROD0019,2,420.54
ORD000253,PROD0097,1,322.5
ORD000253,PROD0090,5,1588.85
ORD000253,PROD0011,4,739.04
ORD000254,PROD0064,2,711.12
ORD000255,PROD0072,1,358.2
ORD000255,PROD0019,2,420.54
ORD000255,PROD0090,3,953.31
ORD000255,PROD0120,1,428.01
ORD000256,PROD0048,4,1773.64
ORD000256,PROD0059,2,607.78
ORD000256,PROD0067,5,2027.25
ORD000256,PROD0077,4,421.36
ORD000257,PROD0034,1,11.21
ORD000257,PROD0105,4,297.84
ORD000257,PROD0057,5,1286.9
ORD000258,PROD0112,1,64.11
ORD000259,PROD0086,2,352.48
ORD000260,PROD0118,2,111.28
ORD000260,PROD0043,2,236.86
ORD000260,PROD0057,1,257.38
ORD000261,PROD0106,4,228.24
ORD000261,PROD0042,4,91.52
ORD000262,PROD0059,5,1519.45
ORD000262,PROD0007,4,596.92
ORD000263,PROD0020,2,912.3
ORD000263,PROD0110,2,726.14
ORD000263,PROD0053,1,247.54
ORD000263,PROD0046,4,1028.68
ORD000264,PROD0021,2,325.5
ORD000265,PROD0049,2,734.8
ORD000266,PROD0040,1,186.39
ORD000266,PROD0077,4,421.36
ORD000266,PROD0073,3,203.7
ORD000267,PROD0051,2,869.06
ORD000267,PROD0008,4,180.32
ORD000267,PROD0118,1,55.64
ORD000267,PROD0105,3,223.38
ORD000268,PROD0093,2,281.86
ORD000268,PROD0104,1,107.41
ORD000269,PROD0046,3,771.51
ORD000269,PROD0071,2,699.28
ORD000269,PROD0116,2,420.4
ORD000270,PROD0106,1,57.06
ORD000270,PROD0103,5,307.7
ORD000270,PROD0107,1,464.68
ORD000270,PROD0062,3,1435.26
ORD000271,PROD0076,4,257.24
ORD000271,PROD0002,4,1034.48
ORD000271,PROD0109,1,365.07
ORD000271,PROD0071,2,699.28
ORD000272,PROD0015,5,1498.7
ORD000272,PROD0110,2,726.14
ORD000272,PROD0091,2,853.06
ORD000273,PROD0056,1,404.51
ORD000273,PROD0030,5,2442.7
ORD000273,PROD0012,5,2164.4
ORD000274,PROD0098,2,744.58
ORD000275,PROD0093,4,563.72
ORD000275,PROD0014,4,119.44
ORD000275,PROD0010,2,196.0
ORD000276,PROD0059,1,303.89
ORD000276,PROD0087,1,116.02
ORD000277,PROD0114,5,2379.25
ORD000277,PROD0066,4,1862.72
ORD000278,PROD0087,4,464.08
ORD000279,PROD0096,1,450.48
ORD000280,PROD0052,3,706.14
ORD000281,PROD0061,4,123.88
ORD000281,PROD0102,5,523.15
ORD000281,PROD0090,1,317.77
ORD000282,PROD0100,1,389.98
ORD000282,PROD0027,4,1839.6
ORD000283,PROD0058,5,2007.8
ORD000283,PROD0022,4,1302.12
ORD000283,PROD0027,1,459.9
ORD000284,PROD0106,2,114.12
ORD000284,PROD0020,5,2280.75
ORD000284,PROD0005,3,1298.85
ORD000284,PROD0103,4,246.16
ORD000285,PROD0015,2,599.48
ORD000286,PROD0089,4,389.0
ORD000287,PROD0056,1,404.51
ORD000287,PROD0082,4,1918.0
ORD000288,PROD0020,2,912.3
ORD000288,PROD0010,1,98.0
ORD000289,PROD0105,4,297.84
ORD000289,PROD0109,5,1825.35
ORD000289,PROD0034,2,22.42
ORD000289,PROD0002,5,1293.1
ORD000290,PROD0080,5,1024.7
ORD000290,PROD0109,2,730.14
ORD000290,PROD0091,1,426.53
ORD000290,PROD0101,3,995.22
ORD000291,PROD0104,3,322.23
ORD000291,PROD0098,2,744.58
ORD000292,PROD0046,5,1285.85
ORD000292,PROD0081,2,500.82
ORD000293,PROD0078,1,277.08
ORD000293,PROD0039,2,761.52
ORD000293,PROD0023,5,2290.2
ORD000294,PROD0032,1,72.25
ORD000294,PROD0112,3,192.33
ORD000295,PROD0118,1,55.64
ORD000296,PROD0008,1,45.08
ORD000297,PROD0053,1,247.54
ORD000297,PROD0079,2,493.46
ORD000297,PROD0012,4,1731.52
ORD000297,PROD0011,2,369.52
ORD000298,PROD0028,3,231.06
ORD000298,PROD0012,4,1731.52
ORD000298,PROD0036,5,925.1
ORD000299,PROD0010,1,98.0
ORD000299,PROD0112,5,320.55
ORD000299,PROD0101,1,331.74
ORD000300,PROD0051,1,434.53
ORD000300,PROD0054,3,581.43
ORD000300,PROD0117,1,13.07
ORD000301,PROD0035,5,1448.85
ORD000302,PROD0086,5,881.2
ORD000303,PROD0028,4,308.08
ORD000303,PROD0071,4,1398.56
ORD000303,PROD0048,2,886.82
ORD000303,PROD0045,1,413.62
ORD000304,PROD0097,2,645.0
ORD000304,PROD0070,3,747.66
ORD000304,PROD0014,5,149.3
ORD000304,PROD0002,1,258.62
ORD000305,PROD0071,2,699.28
ORD000305,PROD0041,1,478.28
ORD000306,PROD0017,2,78.3
ORD000306,PROD0082,3,1438.5
ORD000307,PROD0116,5,1051.0
ORD000308,PROD0014,4,119.44
ORD000308,PROD0099,2,719.28
ORD000309,PROD0079,3,740.19
ORD000309,PROD0105,4,297.84
ORD000310,PROD0090,3,953.31
ORD000310,PROD0024,4,1365.4
ORD000311,PROD0107,5,2323.4
ORD000311,PROD0095,3,258.96
ORD000311,PROD0061,4,123.88
ORD000312,PROD0119,3,1164.15
ORD000312,PROD0055,5,954.2
ORD000312,PROD0104,4,429.64
ORD000312,PROD0009,1,352.34
ORD000313,PROD0053,3,742.62
ORD000313,PROD0017,3,117.45
ORD000314,PROD0037,4,453.52
ORD000315,PROD0072,1,358.2
ORD000315,PROD0034,2,22.42
ORD000315,PROD0111,4,425.92
ORD000316,PROD0061,2,61.94
ORD000316,PROD0081,3,751.23
